League,Date,Team,Opponent,Location,PTS,MIN,FGM-A,FG%,3PM-A,3P%,FTM-A,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,Points off Turnovers,2nd Chance Points,Points in the Paint,Fastbreak Points,Bench Points,Conference
WBB,2023-11-11,Rochester,Baldwin Wallace,Home,61,200,22-57,38.59649122807018,5-18,27.77777777777778,12-19,63.1578947368421,10,30,40,15,7,5,14,15,5,7,34,3,14,False
WBB,2023-11-11,WashU,MIT,Away,58,200,22-58,37.93103448275862,4-18,22.22222222222222,10-14,71.42857142857143,9,28,37,17,5,0,23,13,14,9,32,7,15,False
WBB,2023-11-11,Waynesburg,Case Western,Home,49,200,17-64,26.5625,6-25,24.0,9-22,40.90909090909091,15,31,46,9,9,1,22,20,13,9,16,11,31,False
WBB,2023-11-12,Chicago,Denison,Home,85,200,30-59,50.84745762711864,3-15,20.0,22-31,70.96774193548387,12,31,43,20,13,2,23,22,23,10,36,14,25,False
WBB,2023-11-12,Denison,Chicago,Away,69,200,25-65,38.46153846153846,5-17,29.41176470588235,14-20,70.0,11,16,27,13,9,0,20,22,15,17,28,3,23,False
WBB,2023-11-12,Emory,N.C. Wesleyan,Away,81,200,32-60,53.333333333333336,7-18,38.888888888888886,10-15,66.66666666666667,10,29,39,19,10,4,16,18,32,0,48,16,41,False
WBB,2023-11-12,N.C. Wesleyan,Emory,Home,44,200,12-45,26.666666666666668,4-20,20.0,16-22,72.72727272727273,6,21,27,6,9,3,20,17,10,4,14,2,11,False
WBB,2023-11-13,Case Western,Marietta,Home,45,200,16-60,26.666666666666668,2-27,7.407407407407407,11-15,73.33333333333333,11,20,31,9,9,3,15,15,11,8,26,2,22,False
WBB,2023-11-13,Marietta,Case Western,Away,73,200,28-61,45.90163934426229,5-20,25.0,12-15,80.0,14,35,49,13,11,1,16,19,13,11,40,7,37,False
WBB,2023-11-14,Brandeis,Eastern Nazarene,Home,59,200,18-60,30.0,12-36,33.333333333333336,11-20,55.0,17,33,50,17,5,3,26,17,17,10,2,0,20,False
WBB,2023-11-14,Eastern Nazarene,Brandeis,Away,70,200,27-75,36.0,8-20,40.0,8-9,88.88888888888889,15,29,44,13,15,4,15,22,24,13,32,0,18,False
WBB,2023-11-14,Emory,LaGrange,Home,85,200,32-63,50.79365079365079,12-26,46.15384615384615,9-10,90.0,11,32,43,20,8,5,24,23,24,7,28,6,25,False
WBB,2023-11-14,LaGrange,Emory,Away,64,200,22-66,33.333333333333336,3-20,15.0,17-30,56.66666666666666,16,18,34,8,8,2,17,15,20,11,32,1,19,False
WBB,2023-11-15,Greenville,WashU,Away,43,200,12-38,31.57894736842105,1-9,11.11111111111111,18-22,81.81818181818181,5,28,33,7,11,1,27,19,15,6,18,7,15,False
WBB,2023-11-15,WashU,Greenville,Home,61,200,24-64,37.5,9-30,30.0,4-11,36.36363636363637,17,22,39,15,14,3,20,20,27,20,26,7,31,False
WBB,2023-11-16,Nazareth,Rochester,Home,47,200,18-58,31.03448275862069,3-8,37.5,8-12,66.66666666666667,9,30,39,11,5,6,18,19,7,0,24,4,10,False
WBB,2023-11-16,Rochester,Nazareth,Away,53,200,17-58,29.310344827586206,1-15,6.666666666666667,18-27,66.66666666666667,16,34,50,10,12,4,16,14,16,15,30,6,7,False
WBB,2023-11-17,Case Western,Penn St. Harrisburg,Away,70,200,23-62,37.096774193548384,8-25,32.0,16-23,69.56521739130434,16,34,50,17,7,2,16,15,11,26,24,13,43,False
WBB,2023-11-17,Kean,NYU,Home,36,200,14-53,26.41509433962264,3-17,17.647058823529413,5-13,38.46153846153846,7,16,23,5,6,2,19,16,9,2,18,5,8,False
WBB,2023-11-17,NYU,Kean,Away,80,200,35-66,53.03030303030303,2-16,12.5,8-14,57.142857142857146,18,34,52,19,8,4,18,11,22,15,58,21,45,False
WBB,2023-11-17,Penn St. Harrisburg,Case Western,Home,61,200,22-66,33.333333333333336,10-42,23.80952380952381,7-10,70.0,10,25,35,16,10,2,12,21,13,8,24,13,21,False
WBB,2023-11-18,Brandeis,Tufts,Away,61,200,22-66,33.333333333333336,7-31,22.580645161290324,10-13,76.92307692307692,13,23,36,9,3,3,15,18,8,18,24,0,23,False
WBB,2023-11-18,Capital,Carnegie Mellon,Away,76,200,25-69,36.231884057971016,12-26,46.15384615384615,14-18,77.77777777777777,14,27,41,12,8,5,12,16,12,13,24,2,17,False
WBB,2023-11-18,Carnegie Mellon,Capital,Home,81,200,31-69,44.927536231884055,12-30,40.0,7-12,58.333333333333336,12,32,44,24,6,5,12,16,17,10,34,6,46,False
WBB,2023-11-18,Carthage,Chicago,Home,62,200,24-66,36.36363636363637,8-20,40.0,6-12,50.0,14,23,37,17,8,2,16,16,14,11,26,4,10,False
WBB,2023-11-18,Case Western,Marymount (VA),Away,57,200,20-53,37.735849056603776,3-14,21.428571428571427,14-15,93.33333333333331,8,18,26,12,7,5,13,15,13,7,22,7,22,False
WBB,2023-11-18,Chicago,Carthage,Away,79,200,25-58,43.10344827586207,13-29,44.82758620689656,16-17,94.11764705882354,10,28,38,11,9,5,16,11,22,13,24,10,12,False
WBB,2023-11-18,Emory,Swarthmore,Home,84,200,31-66,46.96969696969697,16-42,38.095238095238095,6-13,46.15384615384615,14,32,46,23,8,4,13,19,21,27,22,5,29,False
WBB,2023-11-18,Marymount (VA),Case Western,Home,70,200,25-59,42.3728813559322,7-19,36.8421052631579,13-18,72.22222222222223,17,23,40,13,7,2,13,13,11,13,28,11,5,False
WBB,2023-11-18,Rochester,St. John Fisher,Away,62,200,23-65,35.38461538461539,5-21,23.80952380952381,11-19,57.89473684210526,17,30,47,12,5,3,16,17,17,8,28,2,10,False
WBB,2023-11-18,St. John Fisher,Rochester,Home,72,200,25-61,40.98360655737705,10-20,50.0,12-18,66.66666666666667,8,30,38,13,7,4,12,13,15,8,20,4,4,False
WBB,2023-11-18,Swarthmore,Emory,Away,49,200,17-50,34.0,2-9,22.22222222222222,13-20,65.0,5,21,26,7,8,0,18,15,9,0,22,4,14,False
WBB,2023-11-18,Tufts,Brandeis,Home,88,200,34-68,50.0,10-24,41.66666666666666,10-16,62.5,14,33,47,24,3,3,13,18,17,17,42,6,36,False
WBB,2023-11-19,Berry,Emory,Away,53,200,20-57,35.08771929824562,6-21,28.571428571428573,7-13,53.84615384615385,11,21,32,8,13,3,18,17,8,8,22,0,17,False
WBB,2023-11-19,Colorado Col.,NYU,Away,54,200,21-61,34.42622950819672,1-11,9.090909090909092,11-20,55.0,16,28,44,12,8,4,23,19,2,14,38,5,23,False
WBB,2023-11-19,Emory,Berry,Home,65,200,24-55,43.63636363636363,7-27,25.925925925925927,10-15,66.66666666666667,11,27,38,17,9,4,19,14,19,14,24,7,29,False
WBB,2023-11-19,NYU,Colorado Col.,Home,80,200,30-73,41.0958904109589,6-23,26.08695652173913,14-17,82.3529411764706,17,27,44,22,7,11,15,18,26,17,46,19,25,False
WBB,2023-11-21,Babson,Brandeis,Home,79,201,29-67,43.28358208955224,7-21,33.333333333333336,14-19,73.6842105263158,16,33,49,12,9,5,12,18,23,15,38,16,16,False
WBB,2023-11-21,Brandeis,Babson,Away,44,200,15-63,23.80952380952381,6-27,22.22222222222222,8-14,57.142857142857146,18,22,40,8,3,7,17,18,5,13,18,2,25,False
WBB,2023-11-21,Carnegie Mellon,Pitt.-Greensburg,Home,70,200,28-68,41.1764705882353,8-24,33.333333333333336,6-6,100.0,8,37,45,19,12,4,18,9,22,8,40,11,26,False
WBB,2023-11-21,Carroll (WI),Chicago,Home,68,225,23-68,33.8235294117647,5-19,26.31578947368421,17-19,89.47368421052632,14,25,39,15,10,1,15,19,13,16,30,8,15,False
WBB,2023-11-21,Case Western,John Carroll,Away,66,200,27-76,35.526315789473685,2-21,9.523809523809524,10-14,71.42857142857143,13,16,29,11,6,4,7,18,16,14,38,4,26,False
WBB,2023-11-21,Chicago,Carroll (WI),Away,74,225,30-69,43.47826086956522,8-25,32.0,6-13,46.15384615384615,16,33,49,13,10,1,19,19,16,21,36,13,18,False
WBB,2023-11-21,John Carroll,Case Western,Home,81,200,29-57,50.87719298245614,8-16,50.0,15-24,62.5,6,33,39,10,4,4,17,17,2,15,34,6,10,False
WBB,2023-11-21,Pitt.-Greensburg,Carnegie Mellon,Away,42,200,18-60,30.0,2-15,13.333333333333334,4-11,36.36363636363637,7,32,39,8,12,0,20,10,11,8,26,6,17,False
WBB,2023-11-21,Rochester,William Smith,Home,83,200,29-62,46.774193548387096,6-15,40.0,19-25,76.0,11,27,38,13,8,4,17,17,19,9,46,16,15,False
WBB,2023-11-21,William Smith,Rochester,Away,72,200,28-68,41.1764705882353,3-16,18.75,13-18,72.22222222222223,17,25,42,10,8,2,21,21,20,25,46,2,14,False
WBB,2023-11-22,NYU,Whittier,Home,54,200,20-48,41.66666666666666,7-24,29.166666666666668,7-13,53.84615384615385,8,24,32,14,3,7,22,12,13,10,22,8,13,False
WBB,2023-11-22,Whittier,NYU,Away,46,200,19-51,37.25490196078432,1-9,11.11111111111111,7-10,70.0,9,22,31,10,8,0,20,18,12,4,32,0,0,False
WBB,2023-11-25,DePauw,WashU,Home,59,200,19-66,28.78787878787879,4-24,16.666666666666668,17-24,70.83333333333333,19,21,40,5,7,4,9,19,9,18,22,8,25,False
WBB,2023-11-25,Emory,Wash. & Lee,Away,86,200,29-66,43.93939393939394,9-21,42.85714285714285,19-24,79.16666666666667,13,30,43,12,9,3,20,15,19,10,32,18,21,False
WBB,2023-11-25,Wash. & Lee,Emory,Home,78,200,31-81,38.27160493827161,3-19,15.789473684210526,13-17,76.47058823529412,18,27,45,14,8,4,16,18,24,13,54,8,8,False
WBB,2023-11-25,WashU,DePauw,Away,72,200,28-56,50.0,6-17,35.294117647058826,10-17,58.8235294117647,10,33,43,18,1,2,14,20,10,10,42,4,30,False
WBB,2023-11-26,Allegheny,Case Western,Home,55,200,22-59,37.28813559322034,7-18,38.888888888888886,4-6,66.66666666666667,11,23,34,13,4,2,16,13,9,6,30,2,12,False
WBB,2023-11-26,Case Western,Allegheny,Away,73,200,29-62,46.774193548387096,7-17,41.1764705882353,8-14,57.142857142857146,12,25,37,20,9,4,8,8,24,8,34,9,18,False
WBB,2023-11-26,Chicago,North Central (IL),Home,92,200,36-67,53.73134328358209,7-18,38.888888888888886,13-22,59.09090909090909,15,42,57,26,13,4,18,13,18,13,50,26,47,False
WBB,2023-11-26,Ill. Wesleyan,WashU,Away,87,225,31-73,42.465753424657535,9-31,29.032258064516128,16-30,53.333333333333336,20,19,39,19,9,3,16,17,28,23,34,10,10,False
WBB,2023-11-26,NYU,Ramapo,Home,96,200,38-74,51.35135135135136,13-33,39.39393939393939,7-9,77.77777777777777,13,33,46,29,7,2,10,15,20,14,48,22,40,False
WBB,2023-11-26,North Central (IL),Chicago,Away,45,200,17-62,27.41935483870968,4-19,21.05263157894737,7-12,58.333333333333336,6,20,26,5,7,0,20,20,10,7,22,5,24,False
WBB,2023-11-26,Ramapo,NYU,Away,54,200,21-62,33.87096774193548,3-18,16.666666666666668,9-15,60.0,11,25,36,12,8,2,16,13,11,11,22,3,25,False
WBB,2023-11-26,WashU,Ill. Wesleyan,Home,80,225,32-64,50.0,5-22,22.727272727272727,11-13,84.61538461538461,15,25,40,20,5,1,26,26,15,18,50,8,31,False
WBB,2023-11-27,Brandeis,Roger Williams,Home,58,200,18-70,25.714285714285715,9-32,28.125,13-20,65.0,18,33,51,11,6,4,11,20,10,12,16,0,26,False
WBB,2023-11-27,Roger Williams,Brandeis,Away,64,200,21-60,35.0,3-17,17.647058823529413,19-27,70.37037037037037,10,36,46,16,4,9,12,14,12,3,30,0,24,False
WBB,2023-11-28,Case Western,Mount Union,Home,63,200,22-51,43.13725490196079,6-26,23.07692307692308,13-19,68.42105263157895,11,33,44,15,5,7,22,16,9,10,28,11,14,False
WBB,2023-11-28,Emory,Oglethorpe,Home,88,200,31-66,46.96969696969697,13-25,52.0,13-15,86.66666666666667,13,20,33,20,15,6,11,15,32,12,22,14,39,False
WBB,2023-11-28,Mount Union,Case Western,Away,59,200,21-64,32.8125,7-27,25.925925925925927,10-14,71.42857142857143,12,21,33,15,9,0,14,15,18,2,24,5,28,False
WBB,2023-11-28,Oglethorpe,Emory,Away,43,200,18-52,34.61538461538461,2-17,11.764705882352942,5-12,41.66666666666666,14,18,32,8,4,1,26,16,10,15,24,4,19,False
WBB,2023-11-28,Rochester,SUNY Brockport,Home,57,200,23-74,31.08108108108108,6-30,20.0,5-11,45.45454545454545,21,31,52,15,9,5,16,16,11,15,26,10,18,False
WBB,2023-11-28,SUNY Brockport,Rochester,Away,61,200,23-57,40.35087719298246,4-8,50.0,11-19,57.89473684210526,7,31,38,7,10,2,14,15,15,4,28,10,9,False
WBB,2023-11-29,Chicago,North Park,Home,90,200,32-61,52.459016393442624,8-18,44.44444444444444,18-21,85.71428571428571,8,33,41,19,7,3,7,13,20,12,42,22,35,False
WBB,2023-11-29,North Park,Chicago,Away,57,200,18-57,31.57894736842105,9-24,37.5,12-15,80.0,6,22,28,11,3,1,15,13,4,10,14,0,11,False
WBB,2023-11-30,Brandeis,Rivier,Away,72,200,27-71,38.0281690140845,5-27,18.51851851851852,13-18,72.22222222222223,13,28,41,12,10,2,10,18,15,16,36,7,17,False
WBB,2023-11-30,Carnegie Mellon,Grove City,Away,70,200,27-75,36.0,6-25,24.0,10-21,47.61904761904762,17,32,49,12,12,4,15,6,20,15,40,7,23,False
WBB,2023-11-30,Grove City,Carnegie Mellon,Home,58,200,25-68,36.76470588235294,5-18,27.77777777777778,3-5,60.0,12,37,49,14,8,5,18,19,12,10,34,12,13,False
WBB,2023-11-30,Rivier,Brandeis,Home,63,200,20-70,28.571428571428573,7-33,21.21212121212121,16-21,76.19047619047619,18,28,46,12,5,4,13,18,14,16,18,6,15,False
WBB,2023-12-01,Case Western,Kenyon,Home,72,200,28-58,48.27586206896552,9-19,47.36842105263158,7-14,50.0,11,32,43,21,9,3,13,10,19,9,30,16,33,False
WBB,2023-12-01,Hanover,WashU,Away,75,200,30-77,38.96103896103896,7-19,36.8421052631579,8-15,53.333333333333336,10,26,36,12,8,3,2,14,11,12,30,8,35,False
WBB,2023-12-01,Kenyon,Case Western,Away,29,200,12-50,24.0,1-13,7.6923076923076925,4-6,66.66666666666667,6,22,28,3,3,4,19,13,8,2,18,0,1,False
WBB,2023-12-01,WashU,Hanover,Home,86,200,33-72,45.833333333333336,10-25,40.0,10-19,52.63157894736842,18,39,57,21,1,4,14,15,2,18,46,8,39,False
WBB,2023-12-02,Brandeis,MIT,Away,60,200,23-55,41.81818181818182,7-21,33.333333333333336,7-11,63.63636363636363,11,27,38,8,5,2,21,22,7,4,22,0,23,False
WBB,2023-12-02,Carnegie Mellon,Denison,Home,73,200,24-62,38.70967741935484,8-22,36.36363636363637,17-19,89.47368421052632,8,25,33,15,5,2,10,17,13,9,26,4,13,False
WBB,2023-12-02,Chicago,Wis.-Whitewater,Away,63,200,24-63,38.095238095238095,8-24,33.333333333333336,7-13,53.84615384615385,9,30,39,11,9,3,16,16,5,7,24,2,7,False
WBB,2023-12-02,Denison,Carnegie Mellon,Away,80,200,31-67,46.26865671641791,7-17,41.1764705882353,11-17,64.70588235294117,14,31,45,20,3,3,12,20,16,12,44,2,25,False
WBB,2023-12-02,MIT,Brandeis,Home,77,200,28-66,42.42424242424242,5-18,27.77777777777778,16-28,57.142857142857146,16,22,38,11,10,3,9,12,26,18,34,0,25,False
WBB,2023-12-02,WashU,Wis.-Oshkosh,Home,60,200,23-44,52.27272727272727,5-10,50.0,9-13,69.23076923076923,7,19,26,13,3,3,16,15,11,4,32,5,13,False
WBB,2023-12-02,Wis.-Oshkosh,WashU,Away,73,200,22-52,42.30769230769231,13-23,56.52173913043478,16-18,88.88888888888889,10,13,23,14,7,3,10,13,18,10,18,7,28,False
WBB,2023-12-02,Wis.-Whitewater,Chicago,Home,74,200,29-70,41.42857142857143,7-24,29.166666666666668,9-15,60.0,15,34,49,16,6,5,14,15,8,7,40,6,13,False
WBB,2023-12-03,Connecticut Col.,NYU,Home,61,200,22-49,44.89795918367347,6-12,50.0,11-13,84.61538461538461,5,22,27,12,6,5,20,15,2,2,18,3,37,False
WBB,2023-12-03,Emory,Rhodes,Home,64,200,28-66,42.42424242424242,6-16,37.5,2-8,25.0,6,30,36,18,9,8,10,10,18,2,26,6,14,False
WBB,2023-12-03,NYU,Connecticut Col.,Away,87,200,32-63,50.79365079365079,11-28,39.285714285714285,12-16,75.0,9,23,32,20,13,8,10,18,21,10,30,11,49,False
WBB,2023-12-03,Rhodes,Emory,Away,51,200,18-63,28.571428571428573,4-13,30.76923076923077,11-13,84.61538461538461,14,35,49,9,3,5,17,9,9,8,18,2,22,False
WBB,2023-12-04,Carnegie Mellon,Geneva,Home,103,200,35-70,50.0,8-23,34.78260869565217,25-34,73.52941176470588,15,38,53,28,7,3,20,15,26,15,52,19,36,False
WBB,2023-12-04,Geneva,Carnegie Mellon,Away,74,200,25-75,33.333333333333336,11-32,34.375,13-23,56.52173913043478,17,22,39,11,11,2,23,22,16,15,20,2,20,False
WBB,2023-12-05,Brandeis,Salem St.,Away,88,200,31-84,36.90476190476191,15-38,39.47368421052632,11-16,68.75,26,42,68,16,3,4,13,21,9,13,26,4,53,False
WBB,2023-12-05,Emory,Piedmont,Away,69,200,30-66,45.45454545454545,5-21,23.80952380952381,4-4,100.0,9,23,32,18,9,4,16,16,33,11,42,14,22,False
WBB,2023-12-05,Piedmont,Emory,Home,54,200,22-59,37.28813559322034,2-12,16.666666666666668,8-13,61.53846153846154,15,25,40,11,10,1,25,11,9,13,36,4,9,False
WBB,2023-12-05,Salem St.,Brandeis,Home,72,200,23-85,27.058823529411764,5-18,27.77777777777778,21-28,75.0,22,28,50,11,9,2,5,15,14,22,34,0,2,False
WBB,2023-12-06,Ithaca,Rochester,Home,62,200,26-70,37.142857142857146,2-12,16.666666666666668,8-11,72.72727272727273,18,30,48,7,11,7,15,11,16,14,36,7,7,False
WBB,2023-12-06,Rochester,Ithaca,Away,54,200,22-63,34.92063492063492,3-20,15.0,7-14,50.0,15,28,43,9,10,5,18,10,9,10,38,4,24,False
WBB,2023-12-07,Brandeis,Bridgewater St.,Home,80,200,29-76,38.1578947368421,13-35,37.142857142857146,9-13,69.23076923076923,18,22,40,18,7,3,14,15,10,15,22,0,23,False
WBB,2023-12-07,Bridgewater St.,Brandeis,Away,79,200,31-65,47.69230769230769,5-13,38.46153846153846,12-21,57.142857142857146,17,30,47,18,5,3,18,14,17,20,40,0,8,False
WBB,2023-12-09,Carnegie Mellon,Wooster,Home,81,200,30-66,45.45454545454545,8-18,44.44444444444444,13-14,92.85714285714286,13,44,57,17,14,7,13,14,17,11,38,20,30,False
WBB,2023-12-09,Case Western,Denison,Away,51,200,20-65,30.76923076923077,5-18,27.77777777777778,6-8,75.0,15,30,45,13,5,3,15,12,2,15,24,5,7,False
WBB,2023-12-09,Denison,Case Western,Home,52,200,21-60,35.0,5-21,23.80952380952381,5-10,50.0,10,29,39,11,6,6,13,8,14,3,26,10,20,False
WBB,2023-12-09,Dubuque,WashU,Home,54,200,21-50,42.0,7-16,43.75,5-11,45.45454545454545,4,26,30,13,6,4,15,18,17,2,28,5,19,False
WBB,2023-12-09,Hamilton,Rochester,Away,64,200,21-60,35.0,5-17,29.41176470588235,17-19,89.47368421052632,9,30,39,8,7,2,10,16,8,11,24,1,14,False
WBB,2023-12-09,NYU,Tufts,Home,79,200,27-57,47.36842105263158,4-13,30.76923076923077,21-27,77.77777777777777,12,32,44,16,3,6,13,11,9,18,42,14,18,False
WBB,2023-12-09,Rochester,Hamilton,Home,63,200,23-63,36.507936507936506,3-23,13.043478260869565,14-19,73.6842105263158,12,31,43,9,4,7,13,16,5,9,36,9,25,False
WBB,2023-12-09,Tufts,NYU,Away,63,200,26-69,37.68115942028985,8-30,26.666666666666668,3-7,42.85714285714285,13,21,34,13,8,2,12,25,15,13,28,0,7,False
WBB,2023-12-09,WashU,Dubuque,Away,63,200,21-58,36.206896551724135,11-25,44.0,10-15,66.66666666666667,14,27,41,15,10,4,13,15,9,7,20,5,31,False
WBB,2023-12-09,Wooster,Carnegie Mellon,Away,31,200,11-65,16.923076923076923,2-26,7.6923076923076925,7-12,58.333333333333336,13,24,37,1,7,2,18,15,12,4,14,0,0,False
WBB,2023-12-12,Brooklyn,NYU,Away,46,200,18-66,27.27272727272728,6-20,30.0,4-7,57.142857142857146,9,26,35,9,7,7,20,15,8,9,16,4,8,False
WBB,2023-12-12,NYU,Brooklyn,Home,91,200,37-75,49.333333333333336,7-18,38.888888888888886,10-13,76.92307692307692,14,41,55,29,11,11,15,8,29,18,56,33,55,False
WBB,2023-12-16,Chicago,Ill. Wesleyan,Home,63,200,24-61,39.34426229508197,4-23,17.391304347826086,11-20,55.0,8,32,40,10,10,3,17,24,14,9,28,8,16,False
WBB,2023-12-16,Fontbonne,WashU,Away,51,200,18-65,27.692307692307693,10-37,27.027027027027028,5-8,62.5,13,19,32,10,5,1,14,9,3,8,12,5,3,False
WBB,2023-12-16,Ill. Wesleyan,Chicago,Away,73,200,25-67,37.3134328358209,8-29,27.58620689655172,15-21,71.42857142857143,13,33,46,11,5,3,15,18,14,7,26,5,7,False
WBB,2023-12-16,WashU,Fontbonne,Home,93,200,38-75,50.66666666666666,9-29,31.03448275862069,8-12,66.66666666666667,20,33,53,22,9,3,7,10,26,20,58,12,32,False
WBB,2023-12-20,Case Western,Emmanuel (MA),Home,74,225,23-76,30.26315789473684,5-27,18.51851851851852,23-37,62.16216216216216,16,29,45,10,11,1,9,25,19,8,30,11,18,False
WBB,2023-12-20,Emmanuel (MA),Case Western,Away,73,225,24-66,36.36363636363637,4-13,30.76923076923077,21-34,61.76470588235294,12,40,52,11,1,2,21,21,0,15,34,19,23,False
WBB,2023-12-21,Case Western,Norwich,Home,73,200,24-66,36.36363636363637,11-35,31.428571428571427,14-20,70.0,12,22,34,15,6,1,8,13,26,12,22,4,16,False
WBB,2023-12-21,Norwich,Case Western,Away,60,200,22-50,44.0,6-19,31.57894736842105,10-15,66.66666666666667,4,27,31,13,3,1,18,16,7,2,22,4,11,False
WBB,2023-12-29,Carnegie Mellon,Trine,Away,57,200,25-66,37.87878787878788,6-23,26.08695652173913,1-1,100.0,14,25,39,15,12,6,22,9,20,12,32,7,20,False
WBB,2023-12-29,Chicago,Johns Hopkins,Home,79,200,26-63,41.26984126984127,7-19,36.8421052631579,20-28,71.42857142857143,10,34,44,13,7,5,20,25,9,6,28,19,24,False
WBB,2023-12-29,Johns Hopkins,Chicago,Away,88,200,29-72,40.27777777777778,9-24,37.5,21-28,75.0,11,31,42,17,6,4,13,19,21,7,22,17,22,False
WBB,2023-12-29,Mary Washington,Rochester,Home,56,200,23-65,35.38461538461539,4-10,40.0,6-10,60.0,12,24,36,11,15,7,19,22,18,5,32,12,14,False
WBB,2023-12-29,NYU,UC Santa Cruz,Away,87,200,36-66,54.54545454545455,5-18,27.77777777777778,10-13,76.92307692307692,8,28,36,24,13,6,14,24,29,8,54,16,46,False
WBB,2023-12-29,Rochester,Mary Washington,Away,60,200,19-56,33.92857142857143,6-18,33.333333333333336,16-21,76.19047619047619,11,26,37,12,15,4,23,8,18,11,16,12,19,False
WBB,2023-12-29,Trine,Carnegie Mellon,Home,60,200,25-60,41.66666666666666,4-18,22.22222222222222,6-10,60.0,11,27,38,10,15,0,19,8,22,7,38,10,13,False
WBB,2023-12-29,UC Santa Cruz,NYU,Home,63,200,20-54,37.03703703703704,4-11,36.36363636363637,19-26,73.07692307692308,10,22,32,11,7,2,23,17,9,4,32,5,30,False
WBB,2023-12-29,UW-River Falls,WashU,Away,60,200,23-67,34.3283582089552,6-23,26.0869565217391,8-16,50.0,10,28,38,12,9,1,13,25,19,2,26,12,16,False
WBB,2023-12-29,WashU,UW-River Falls,Home,67,200,20-52,38.4615384615385,7-22,31.8181818181818,20-25,80.0,5,39,44,10,5,1,20,19,17,4,24,17,26,False
WBB,2023-12-30,Bowdoin,Chicago,Home,81,200,32-65,49.23076923076923,10-25,40.0,7-11,63.63636363636363,11,35,46,19,4,5,15,24,9,17,40,6,28,False
WBB,2023-12-30,Carnegie Mellon,Mount Aloysius,Away,69,200,26-67,38.80597014925373,5-26,19.23076923076923,12-17,70.58823529411765,16,26,42,15,15,8,16,13,25,15,36,13,19,False
WBB,2023-12-30,Chicago,Bowdoin,Away,67,200,21-64,32.8125,8-23,34.78260869565217,17-24,70.83333333333333,11,25,36,13,7,3,10,15,9,5,24,9,24,False
WBB,2023-12-30,Emory,Hardin-Simmons,Home,76,200,28-58,48.27586206896552,7-14,50.0,13-16,81.25,7,36,43,13,5,3,17,20,14,6,36,2,18,False
WBB,2023-12-30,Hardin-Simmons,Emory,Away,68,200,25-69,36.231884057971016,4-24,16.666666666666668,14-17,82.3529411764706,11,22,33,12,10,2,13,18,11,8,42,9,14,False
WBB,2023-12-30,Mount Aloysius,Carnegie Mellon,Home,54,200,23-63,36.507936507936506,4-21,19.047619047619047,4-7,57.142857142857146,15,28,43,12,11,3,26,18,14,12,34,2,9,False
WBB,2023-12-30,NYU,Wis.-Platteville,Home,76,200,28-60,46.66666666666666,6-13,46.15384615384615,14-22,63.63636363636363,12,31,43,14,7,10,13,20,10,13,40,6,28,False
WBB,2023-12-30,Rochester,Westfield St.,Away,83,200,30-59,50.84745762711864,10-22,45.45454545454545,13-22,59.09090909090909,15,33,48,20,14,6,42,20,13,13,34,16,27,False
WBB,2023-12-30,Wartburg,WashU,Home,46,200,14-54,25.925925925925927,4-25,16.0,14-18,77.77777777777777,13,19,32,5,7,1,16,16,13,13,20,3,11,False
WBB,2023-12-30,WashU,Wartburg,Away,72,200,29-56,51.785714285714285,6-19,31.57894736842105,8-14,57.142857142857146,12,29,41,12,10,1,14,20,20,16,44,12,22,False
WBB,2023-12-30,Westfield St.,Rochester,Home,84,200,30-80,37.5,7-30,23.33333333333333,17-24,70.83333333333333,16,13,29,15,28,0,21,18,46,17,46,20,29,False
WBB,2023-12-30,Wis.-Platteville,NYU,Away,50,200,16-59,27.11864406779661,5-22,22.727272727272727,13-20,65.0,13,27,40,8,6,2,17,17,3,6,18,3,14,False
WBB,2023-12-31,Emory,Sewanee,Home,99,200,40-70,57.142857142857146,11-24,45.833333333333336,8-14,57.142857142857146,14,26,40,20,17,9,21,18,47,18,52,23,40,False
WBB,2023-12-31,Sewanee,Emory,Away,61,200,20-54,37.03703703703704,5-19,26.31578947368421,16-21,76.19047619047619,10,19,29,11,10,1,33,13,22,6,28,0,14,False
